Total tasks exported: 267
ategory,scene_name,object_name,task_name,video_url,src,poster
Eval Rollout,Untie shoelaces or gifts,Gift / Untie,Office,Gift,Untie,https://dreamzero0.github.io/evals_gallery/videos/ASYNCUNSEEN_003_small.mp4,videos/ASYNCUNSEEN_003_small.mp4,videos/ASYNCUNSEEN_003_small.jpg
Eval Rollout,Pick up test tube and place in rack,Other / Place,Lobby,Other,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_003_small.mp4,videos/DATAVIZ_LOBBY_003_small.mp4,videos/DATAVIZ_LOBBY_003_small.jpg
Eval Rollout,Pick up tool and hand to human,Other / Pick,Lobby,Other,Pick,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_004_small.mp4,videos/DATAVIZ_LOBBY_004_small.mp4,videos/DATAVIZ_LOBBY_004_small.jpg
Eval Rollout,Stack green bowl on the blue bowl on the shelf,Kitchenware / Stack,Lobby,Kitchenware,Stack,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_005_small.mp4,videos/DATAVIZ_LOBBY_005_small.mp4,videos/DATAVIZ_LOBBY_005_small.jpg
Eval Rollout,Grab and unzip pouch,Other / Other,Lobby,Other,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_006_small.mp4,videos/DATAVIZ_LOBBY_006_small.mp4,videos/DATAVIZ_LOBBY_006_small.jpg
Eval Rollout,Grab and place orange into green bowl,Food / Place,Lobby,Food,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_007_small.mp4,videos/DATAVIZ_LOBBY_007_small.mp4,videos/DATAVIZ_LOBBY_007_small.jpg
Eval Rollout,Pick up juice box and insert into cup,Other / Pick,Lobby,Other,Pick,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_008_small.mp4,videos/DATAVIZ_LOBBY_008_small.mp4,videos/DATAVIZ_LOBBY_008_small.jpg
Eval Rollout,Wipe spill with napkin,Other / Wipe,Lobby,Other,Wipe,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_009_small.mp4,videos/DATAVIZ_LOBBY_009_small.mp4,videos/DATAVIZ_LOBBY_009_small.jpg
Eval Rollout,Pull wipe with right hand and wipe the table,Other / Wipe,Lobby,Other,Wipe,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_010_small.mp4,videos/DATAVIZ_LOBBY_010_small.mp4,videos/DATAVIZ_LOBBY_010_small.jpg
Eval Rollout,Pick up pink bowl and place in yellow bowl,Kitchenware / Place,Lobby,Kitchenware,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_011_small.mp4,videos/DATAVIZ_LOBBY_011_small.mp4,videos/DATAVIZ_LOBBY_011_small.jpg
Eval Rollout,Pick up bottle and place in bowl,Kitchenware / Place,Lobby,Kitchenware,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_012_small.mp4,videos/DATAVIZ_LOBBY_012_small.mp4,videos/DATAVIZ_LOBBY_012_small.jpg
Eval Rollout,Pick up bottle and pour into cup,Kitchenware / Pour,Lobby,Kitchenware,Pour,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_LOBBY_013_small.mp4,videos/DATAVIZ_LOBBY_013_small.mp4,videos/DATAVIZ_LOBBY_013_small.jpg
Eval Rollout,Pick up mango and place in cardboard box,Food / Place,Office,Food,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_002_small.mp4,videos/DATAVIZ_SEEN_002_small.mp4,videos/DATAVIZ_SEEN_002_small.jpg
Eval Rollout,Fold the shorts,Clothes / Fold,Office,Clothes,Unknown,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_021_small.mp4,videos/DATAVIZ_SEEN_021_small.mp4,videos/DATAVIZ_SEEN_021_small.jpg
Eval Rollout,Pick up shirt and place it on the stack,Clothes / Place,Office,Clothes,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_032_small.mp4,videos/DATAVIZ_SEEN_032_small.mp4,videos/DATAVIZ_SEEN_032_small.jpg
Eval Rollout,Pick up apple from bag and place into tray,Food / Pick,Unknown,Food,Pick,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_044_small.mp4,videos/DATAVIZ_SEEN_044_small.mp4,videos/DATAVIZ_SEEN_044_small.jpg
Eval Rollout,Pick up pen and place into pen holder,Stationery / Place,Lobby,Stationery,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_054_small.mp4,videos/DATAVIZ_SEEN_054_small.mp4,videos/DATAVIZ_SEEN_054_small.jpg
Eval Rollout,Pick up paper cup and place on coaster,Kitchenware / Place,Kitchen,Kitchenware,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_060_small.mp4,videos/DATAVIZ_SEEN_060_small.mp4,videos/DATAVIZ_SEEN_060_small.jpg
Eval Rollout,Wipe brown sugar off table using towel,Towel / Wipe,Kitchen,Towel,Wipe,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_066_small.mp4,videos/DATAVIZ_SEEN_066_small.mp4,videos/DATAVIZ_SEEN_066_small.jpg
Eval Rollout,Wipe red mark off table using eraser,Eraser / Wipe,Office,Eraser,Wipe,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_068_small.mp4,videos/DATAVIZ_SEEN_068_small.mp4,videos/DATAVIZ_SEEN_068_small.jpg
Eval Rollout,Stack red cup on clear cup and stack pink cup on red cup,Kitchenware / Stack,Kitchen,Kitchenware,Stack,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_074_small.mp4,videos/DATAVIZ_SEEN_074_small.mp4,videos/DATAVIZ_SEEN_074_small.jpg
Eval Rollout,Stack pink bowl on beige bowl and stack white bowl on pink bowl,Kitchenware / Stack,Kitchen,Kitchenware,Stack,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_SEEN_079_small.mp4,videos/DATAVIZ_SEEN_079_small.mp4,videos/DATAVIZ_SEEN_079_small.jpg
Eval Rollout,Put the marker in the blue box,Stationery / Place,Office,Stationery,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_001_small.mp4,videos/DATAVIZ_DROID_001_small.mp4,videos/DATAVIZ_DROID_001_small.jpg
Eval Rollout,Move the bowl on the left to the right side of the table.,Kitchenware / Other,Office,Kitchenware,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_004_small.mp4,videos/DATAVIZ_DROID_004_small.mp4,videos/DATAVIZ_DROID_004_small.jpg
Eval Rollout,Remove a lemon from the bowl,Food / Remove,Office,Food,Remove,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_007_small.mp4,videos/DATAVIZ_DROID_007_small.mp4,videos/DATAVIZ_DROID_007_small.jpg
Eval Rollout,Move the grapes to the left,Food / Other,Office,Food,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_008_small.mp4,videos/DATAVIZ_DROID_008_small.mp4,videos/DATAVIZ_DROID_008_small.jpg
Eval Rollout,Put the banana on the green plate and then the blue plate,Food / Place,Office,Food,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_012_small.mp4,videos/DATAVIZ_DROID_012_small.mp4,videos/DATAVIZ_DROID_012_small.jpg
Eval Rollout,Put the red cube on top of the yellow cube,Cube / Stack,Office,Cube,Stack,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_013_small.mp4,videos/DATAVIZ_DROID_013_small.mp4,videos/DATAVIZ_DROID_013_small.jpg
Eval Rollout,Put the banana on the blue plate,Kitchenware / Place,Office,Kitchenware,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_014_small.mp4,videos/DATAVIZ_DROID_014_small.mp4,videos/DATAVIZ_DROID_014_small.jpg
Eval Rollout,Put the marker in the drawer and close the drawer,Stationery / Close,Office,Stationery,Unknown,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_015_small.mp4,videos/DATAVIZ_DROID_015_small.mp4,videos/DATAVIZ_DROID_015_small.jpg
Eval Rollout,Pick up the pink cup and pour it into the green orange plate,Kitchenware / Pour,Office,Kitchenware,Pour,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_016_small.mp4,videos/DATAVIZ_DROID_016_small.mp4,videos/DATAVIZ_DROID_016_small.jpg
Eval Rollout,Slide plate to left side of table,Kitchenware / Other,Office,Kitchenware,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_017_small.mp4,videos/DATAVIZ_DROID_017_small.mp4,videos/DATAVIZ_DROID_017_small.jpg
Eval Rollout,Center cup on plate,Kitchenware / Place,Office,Kitchenware,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_018_small.mp4,videos/DATAVIZ_DROID_018_small.mp4,videos/DATAVIZ_DROID_018_small.jpg
Eval Rollout,Remove all objects from basket,Other / Remove,Office,Other,Remove,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_019_small.mp4,videos/DATAVIZ_DROID_019_small.mp4,videos/DATAVIZ_DROID_019_small.jpg
Eval Rollout,Separate bowls and place grapes in red bowl,Food / Place,Office,Food,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_020_small.mp4,videos/DATAVIZ_DROID_020_small.mp4,videos/DATAVIZ_DROID_020_small.jpg
Eval Rollout,Put all objects into the box,Other / Place,Office,Other,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_021_small.mp4,videos/DATAVIZ_DROID_021_small.mp4,videos/DATAVIZ_DROID_021_small.jpg
Eval Rollout,Place cube on sandwich,Cube / Place,Office,Cube,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_022_small.mp4,videos/DATAVIZ_DROID_022_small.mp4,videos/DATAVIZ_DROID_022_small.jpg
Eval Rollout,Fold the towel,Towel / Fold,Office,Towel,Unknown,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_023_small.mp4,videos/DATAVIZ_DROID_023_small.mp4,videos/DATAVIZ_DROID_023_small.jpg
Eval Rollout,Mix the vegetables in the bowl with the spoon,Kitchenware / Other,Office,Kitchenware,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_024_small.mp4,videos/DATAVIZ_DROID_024_small.mp4,videos/DATAVIZ_DROID_024_small.jpg
Eval Rollout,find the yellow cube and place on the plate,Cube / Pick,Office,Cube,Pick,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_025_small.mp4,videos/DATAVIZ_DROID_025_small.mp4,videos/DATAVIZ_DROID_025_small.jpg
Eval Rollout,choose the blue letter and place on the plate,Other / Pick,Office,Other,Pick,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_026_small.mp4,videos/DATAVIZ_DROID_026_small.mp4,videos/DATAVIZ_DROID_026_small.jpg
Eval Rollout,withdraw the marker from the cup ,Other / Remove,Office,Other,Remove,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_027_small.mp4,videos/DATAVIZ_DROID_027_small.mp4,videos/DATAVIZ_DROID_027_small.jpg
Eval Rollout,extract the bread from the toaster and place on the plate,Kitchenware / Place,Office,Kitchenware,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_029_small.mp4,videos/DATAVIZ_DROID_029_small.mp4,videos/DATAVIZ_DROID_029_small.jpg
Eval Rollout,brew the teabag in the cup,Kitchenware / Other,Office,Kitchenware,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_030_small.mp4,videos/DATAVIZ_DROID_030_small.mp4,videos/DATAVIZ_DROID_030_small.jpg
Eval Rollout,Fry the vegetables in the pan with the spatula,Kitchenware / Other,Office,Kitchenware,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_031_small.mp4,videos/DATAVIZ_DROID_031_small.mp4,videos/DATAVIZ_DROID_031_small.jpg
Eval Rollout,elevate the yellow block to the highest platform,Cube / Place,Office,Cube,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_032_small.mp4,videos/DATAVIZ_DROID_032_small.mp4,videos/DATAVIZ_DROID_032_small.jpg
Eval Rollout,tidy the objects on the table into the yellow bowl,Other / Arrange,Office,Other,Unknown,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_033_small.mp4,videos/DATAVIZ_DROID_033_small.mp4,videos/DATAVIZ_DROID_033_small.jpg
Eval Rollout,Collect the nuts into the bowl,Other / Pour,Office,Other,Pour,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_036_small.mp4,videos/DATAVIZ_DROID_036_small.mp4,videos/DATAVIZ_DROID_036_small.jpg
Eval Rollout,Fan the burger,Other / Other,Office,Other,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_042_small.mp4,videos/DATAVIZ_DROID_042_small.mp4,videos/DATAVIZ_DROID_042_small.jpg
Eval Rollout,Extricate the straw from the cup,Kitchenware / Remove,Office,Kitchenware,Remove,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_DROID_043_small.mp4,videos/DATAVIZ_DROID_043_small.mp4,videos/DATAVIZ_DROID_043_small.jpg
Eval Rollout,Pick up bag of chips with right hand and scan the barcode,Food / Other,Store,Food,Other,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_NEW_001_small.mp4,videos/DATAVIZ_NEW_001_small.mp4,videos/DATAVIZ_NEW_001_small.jpg
Eval Rollout,Pick up bag of chips with right hand and place in brown paper bag,Food / Place,Store,Food,Place,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_NEW_002_small.mp4,videos/DATAVIZ_NEW_002_small.mp4,videos/DATAVIZ_NEW_002_small.jpg
Eval Rollout,Pick up the ball on pool table with left hand and place it in the hole,Other / Pick,Lobby,Other,Pick,https://dreamzero0.github.io/evals_gallery/videos/DATAVIZ_NEW_003_small.mp4,videos/DATAVIZ_NEW_003_small.mp4,videos/DATAVIZ_NEW_003_small.jpg
Eval Rollout,Wipe shoe with towel,Clothes / Wipe,Outdoor,Clothes,Wipe,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_001_small.mp4,videos/NEWDATAVIZ_001_small.mp4,videos/NEWDATAVIZ_001_small.jpg
Eval Rollout,Place fruit from bench into basket,Food / Place,Outdoor,Food,Place,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_002_small.mp4,videos/NEWDATAVIZ_002_small.mp4,videos/NEWDATAVIZ_002_small.jpg
Eval Rollout,Wipe bench with towel,Towel / Wipe,Outdoor,Towel,Wipe,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_003_small.mp4,videos/NEWDATAVIZ_003_small.mp4,videos/NEWDATAVIZ_003_small.jpg
Eval Rollout,Place billiards ball into pool rack,Other / Place,Lobby,Other,Place,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_004_small.mp4,videos/NEWDATAVIZ_004_small.mp4,videos/NEWDATAVIZ_004_small.jpg
Eval Rollout,Place fruit from bush into basket,Food / Place,Outdoor,Food,Place,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_005_small.mp4,videos/NEWDATAVIZ_005_small.mp4,videos/NEWDATAVIZ_005_small.jpg
Eval Rollout,Arrange couch pillow,Other / Arrange,Home,Other,Unknown,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_006_small.mp4,videos/NEWDATAVIZ_006_small.mp4,videos/NEWDATAVIZ_006_small.jpg
